State,County ID,Precinct ID,Precinct Name,"Has Reported Statistics (1 = yes, 0 = no)",Number of Voters Registered as of 7:00 a.m. Election Day,Number of Voters that Registered on Election Day,Number of Signatures on the Polling Place Roster,"Number of Regular, Military, and Overseas Absentee Ballots",Number of Federal-Only Absentee Ballots,Number of President-Only Absentee Ballots,Total Number Voted
MN,57,9300,ISD NO. 564 THIEF RIVER FALLS,0,0,0,0,0,0,0,0
MN,57,9477,ISD NO. 561 GOODRIDGE,0,0,0,0,0,0,0,0
MN,58,8512,ISD 2165 FINLAYSON ELEMENTARY SCHOOL,0,0,0,0,0,0,0,0
MN,58,8946,ISD 2580 EAST CENTRAL PUBLIC SCHOOL,0,0,0,0,0,0,0,0
MN,58,8947,ISD 2165 HINCKLEY HIGH SCHOOL,0,0,0,0,0,0,0,0
MN,59,9676,ISD NO. 2689 PIPESTONE AREA,0,0,0,0,0,0,0,0
MN,60,8599,FISHER,0,0,0,0,0,0,0,0
MN,61,9251,ISD 2342 KENSINGTON COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,62,0060,FALCON HEIGHTS P-1,0,0,0,0,0,0,0,0
MN,62,0070,FALCON HEIGHTS P-2,0,0,0,0,0,0,0,0
MN,62,0290,MOUNDS VIEW P-1,0,0,0,0,0,0,0,0
MN,62,0300,MOUNDS VIEW P-2,0,0,0,0,0,0,0,0
MN,62,0310,MOUNDS VIEW P-3,0,0,0,0,0,0,0,0
MN,62,0320,MOUNDS VIEW P-4,0,0,0,0,0,0,0,0
MN,62,0530,ST ANTHONY P-1,0,0,0,0,0,0,0,0
MN,62,0540,ST. PAUL W-1 P-01,0,0,0,0,0,0,0,0
MN,62,0550,ST. PAUL W-1 P-02,0,0,0,0,0,0,0,0
MN,62,0560,ST. PAUL W-1 P-03,0,0,0,0,0,0,0,0
MN,62,0570,ST. PAUL W-1 P-04,0,0,0,0,0,0,0,0
MN,62,0580,ST. PAUL W-1 P-05,0,0,0,0,0,0,0,0
MN,62,0590,ST. PAUL W-1 P-06,0,0,0,0,0,0,0,0
MN,62,0600,ST. PAUL W-1 P-07,0,0,0,0,0,0,0,0
MN,62,0610,ST. PAUL W-1 P-08,0,0,0,0,0,0,0,0
MN,62,0620,ST. PAUL W-1 P-09,0,0,0,0,0,0,0,0
MN,62,0630,ST. PAUL W-1 P-10,0,0,0,0,0,0,0,0
MN,62,0640,ST. PAUL W-1 P-11,0,0,0,0,0,0,0,0
MN,62,0650,ST. PAUL W-1 P-12,0,0,0,0,0,0,0,0
MN,62,0660,ST. PAUL W-1 P-13,0,0,0,0,0,0,0,0
MN,62,0680,ST. PAUL W-2 P-01,0,0,0,0,0,0,0,0
MN,62,0690,ST. PAUL W-2 P-02,0,0,0,0,0,0,0,0
MN,62,0700,ST. PAUL W-2 P-03,0,0,0,0,0,0,0,0
MN,62,0710,ST. PAUL W-2 P-04,0,0,0,0,0,0,0,0
MN,62,0720,ST. PAUL W-2 P-05,0,0,0,0,0,0,0,0
MN,62,0730,ST. PAUL W-2 P-06,0,0,0,0,0,0,0,0
MN,62,0740,ST. PAUL W-2 P-07,0,0,0,0,0,0,0,0
MN,62,0750,ST. PAUL W-2 P-08,0,0,0,0,0,0,0,0
MN,62,0760,ST. PAUL W-2 P-09,0,0,0,0,0,0,0,0
MN,62,0770,ST. PAUL W-2 P-10,0,0,0,0,0,0,0,0
MN,62,0780,ST. PAUL W-2 P-11,0,0,0,0,0,0,0,0
MN,62,0790,ST. PAUL W-2 P-12,0,0,0,0,0,0,0,0
MN,62,0800,ST. PAUL W-2 P-13,0,0,0,0,0,0,0,0
MN,62,0840,ST. PAUL W-3 P-01,0,0,0,0,0,0,0,0
MN,62,0850,ST. PAUL W-3 P-02,0,0,0,0,0,0,0,0
MN,62,0860,ST. PAUL W-3 P-03,0,0,0,0,0,0,0,0
MN,62,0870,ST. PAUL W-3 P-04,0,0,0,0,0,0,0,0
MN,62,0880,ST. PAUL W-3 P-05,0,0,0,0,0,0,0,0
MN,62,0890,ST. PAUL W-3 P-06,0,0,0,0,0,0,0,0
MN,62,0900,ST. PAUL W-3 P-07,0,0,0,0,0,0,0,0
MN,62,0910,ST. PAUL W-3 P-08,0,0,0,0,0,0,0,0
MN,62,0920,ST. PAUL W-3 P-09,0,0,0,0,0,0,0,0
MN,62,0930,ST. PAUL W-3 P-10,0,0,0,0,0,0,0,0
MN,62,0940,ST. PAUL W-3 P-11,0,0,0,0,0,0,0,0
MN,62,0950,ST. PAUL W-3 P-12,0,0,0,0,0,0,0,0
MN,62,0960,ST. PAUL W-3 P-13,0,0,0,0,0,0,0,0
MN,62,1000,ST. PAUL W-4 P-01,0,0,0,0,0,0,0,0
MN,62,1010,ST. PAUL W-4 P-02,0,0,0,0,0,0,0,0
MN,62,1020,ST. PAUL W-4 P-03,0,0,0,0,0,0,0,0
MN,62,1030,ST. PAUL W-4 P-04,0,0,0,0,0,0,0,0
MN,62,1040,ST. PAUL W-4 P-05,0,0,0,0,0,0,0,0
MN,62,1050,ST. PAUL W-4 P-06,0,0,0,0,0,0,0,0
MN,62,1060,ST. PAUL W-4 P-07,0,0,0,0,0,0,0,0
MN,62,1070,ST. PAUL W-4 P-08,0,0,0,0,0,0,0,0
MN,62,1080,ST. PAUL W-4 P-09,0,0,0,0,0,0,0,0
MN,62,1090,ST. PAUL W-4 P-10,0,0,0,0,0,0,0,0
MN,62,1100,ST. PAUL W-4 P-11,0,0,0,0,0,0,0,0
MN,62,1110,ST. PAUL W-4 P-12,0,0,0,0,0,0,0,0
MN,62,1120,ST. PAUL W-4 P-13,0,0,0,0,0,0,0,0
MN,62,1160,ST. PAUL W-5 P-01,0,0,0,0,0,0,0,0
MN,62,1170,ST. PAUL W-5 P-02,0,0,0,0,0,0,0,0
MN,62,1180,ST. PAUL W-5 P-03,0,0,0,0,0,0,0,0
MN,62,1190,ST. PAUL W-5 P-04,0,0,0,0,0,0,0,0
MN,62,1200,ST. PAUL W-5 P-05,0,0,0,0,0,0,0,0
MN,62,1210,ST. PAUL W-5 P-06,0,0,0,0,0,0,0,0
MN,62,1220,ST. PAUL W-5 P-07,0,0,0,0,0,0,0,0
MN,62,1230,ST. PAUL W-5 P-08,0,0,0,0,0,0,0,0
MN,62,1240,ST. PAUL W-5 P-09,0,0,0,0,0,0,0,0
MN,62,1250,ST. PAUL W-5 P-10,0,0,0,0,0,0,0,0
MN,62,1290,ST. PAUL W-6 P-01,0,0,0,0,0,0,0,0
MN,62,1300,ST. PAUL W-6 P-02,0,0,0,0,0,0,0,0
MN,62,1310,ST. PAUL W-6 P-03,0,0,0,0,0,0,0,0
MN,62,1320,ST. PAUL W-6 P-04,0,0,0,0,0,0,0,0
MN,62,1330,ST. PAUL W-6 P-05,0,0,0,0,0,0,0,0
MN,62,1340,ST. PAUL W-6 P-06,0,0,0,0,0,0,0,0
MN,62,1350,ST. PAUL W-6 P-07,0,0,0,0,0,0,0,0
MN,62,1360,ST. PAUL W-6 P-08,0,0,0,0,0,0,0,0
MN,62,1370,ST. PAUL W-6 P-09,0,0,0,0,0,0,0,0
MN,62,1380,ST. PAUL W-6 P-10,0,0,0,0,0,0,0,0
MN,62,1390,ST. PAUL W-6 P-11,0,0,0,0,0,0,0,0
MN,62,1430,ST. PAUL W-7 P-01,0,0,0,0,0,0,0,0
MN,62,1440,ST. PAUL W-7 P-02,0,0,0,0,0,0,0,0
MN,62,1450,ST. PAUL W-7 P-03,0,0,0,0,0,0,0,0
MN,62,1460,ST. PAUL W-7 P-04,0,0,0,0,0,0,0,0
MN,62,1470,ST. PAUL W-7 P-05,0,0,0,0,0,0,0,0
MN,62,1480,ST. PAUL W-7 P-06,0,0,0,0,0,0,0,0
MN,62,1490,ST. PAUL W-7 P-07,0,0,0,0,0,0,0,0
MN,62,1500,ST. PAUL W-7 P-08,0,0,0,0,0,0,0,0
MN,62,1510,ST. PAUL W-7 P-09,0,0,0,0,0,0,0,0
MN,62,1520,ST. PAUL W-7 P-10,0,0,0,0,0,0,0,0
MN,62,1530,ST. PAUL W-7 P-11,0,0,0,0,0,0,0,0
MN,62,1540,ST. PAUL W-7 P-12,0,0,0,0,0,0,0,0
MN,62,1550,ST. PAUL W-7 P-13,0,0,0,0,0,0,0,0
MN,62,1740,WHITE BEAR LAKE W-1 P-1,0,0,0,0,0,0,0,0
MN,62,1760,WHITE BEAR LAKE W-3 P-1,0,0,0,0,0,0,0,0
MN,62,1780,WHITE BEAR LAKE W-5 P-1,0,0,0,0,0,0,0,0
MN,62,8203,ISD 621-NORTH OAKS P-1 CITY HALL-COUNCIL CHAMBERS,0,0,0,0,0,0,0,0
MN,62,8205,ISD 623-LITTLE CANADA P-1 ROSEVILLE AREA MIDDLE SC,0,0,0,0,0,0,0,0
MN,62,8413,ISD 623-ROSEVILLE P-07 CENTRAL PARK ELEMENTARY,0,0,0,0,0,0,0,0
MN,62,8482,ISD 621-ARDEN HILLS P-2 ANDERSON CTR-BETHEL UNIV.,0,0,0,0,0,0,0,0
MN,62,8483,ISD 621-ARDEN HILLS P-3 NORTH HEIGHTS LUTHERAN CH,0,0,0,0,0,0,0,0
MN,62,8488,ISD 621-NEW BRIGHTON P-1 ST. JOHN THE BAPTIST CATH,0,0,0,0,0,0,0,0
MN,62,8489,ISD 621-NEW BRIGHTON P-5 FAITH CHURCH,0,0,0,0,0,0,0,0
MN,62,8490,ISD 621-NEW BRIGHTON P-7 UNITED CHURCH OF CHRIST,0,0,0,0,0,0,0,0
MN,62,8491,ISD 621-ROSEVILLE P-01 CENTENNIAL UNITED METHODIST,0,0,0,0,0,0,0,0
MN,62,8493,ISD 621-SHOREVIEW P-2 SHEPHERD OF THE HILLS LUTHER,0,0,0,0,0,0,0,0
MN,62,8494,ISD 621-SHOREVIEW P-3 CITY HALL,0,0,0,0,0,0,0,0
MN,62,8495,ISD 621-SHOREVIEW P-4 COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,62,8496,ISD 621-SHOREVIEW P-5 COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,62,8497,ISD 621-SHOREVIEW P-6 INCARNATION LUTHERAN CHURCH,0,0,0,0,0,0,0,0
MN,62,8892,ISD 623-LAUDERDALE P-1 LAUDERDALE CITY HALL,0,0,0,0,0,0,0,0
MN,62,8893,ISD 623-MAPLEWOOD P-01 EDGERTON ELEMENTARY SCHOOL,0,0,0,0,0,0,0,0
MN,62,9041,ISD 623-ROSEVILLE P-03 ADVENT LUTHERAN CHURCH,0,0,0,0,0,0,0,0
MN,62,9042,ISD 623-ROSEVILLE P-04 NORTH HEIGHTS LUTHERAN CH,0,0,0,0,0,0,0,0
MN,62,9043,ISD 623-ROSEVILLE P-05 ST. CHRISTOPHER'S EPISCOPAL,0,0,0,0,0,0,0,0
MN,62,9044,ISD 623-ROSEVILLE P-06 PRINCE OF PEACE LUTHERAN,0,0,0,0,0,0,0,0
MN,62,9045,ISD 623-ROSEVILLE P-08 ANPETU TECA EDUCATION CTR,0,0,0,0,0,0,0,0
MN,62,9046,ISD 623-ROSEVILLE P-09 RAMSEY CO LIBRARY-ROSEVILLE,0,0,0,0,0,0,0,0
MN,62,9047,ISD 623-ROSEVILLE P-10 ROSEVILLE LUTHERAN CHURCH,0,0,0,0,0,0,0,0
MN,62,9050,ISD 623-MAPLEWOOD P-02 EDGERTON ELEMENTARY SCHOOL,0,0,0,0,0,0,0,0
MN,62,9425,ISD 621-NORTH OAKS P-2 NORTH OAKS GOLF CLUB,0,0,0,0,0,0,0,0
MN,62,9426,ISD 621-WHITE BEAR TWP P-1 OTTER LAKE ELEMENTARY,0,0,0,0,0,0,0,0
MN,62,9427,ISD 621-ROSEVILLE P-02 ROSEVILLE COVENANT CHURCH,0,0,0,0,0,0,0,0
MN,62,9428,ISD 623-LITTLE CANADA P-2 LITTLE CANADA ELEMENTARY,0,0,0,0,0,0,0,0
MN,62,9429,ISD 623-LITTLE CANADA P-3 LITTLE CANADA CITY CTR,0,0,0,0,0,0,0,0
MN,62,9430,ISD 623-SHOREVIEW P-1 LUTH CHURCH OF RESURRECTION,0,0,0,0,0,0,0,0
MN,62,9433,ISD 282-NEW BRIGHTON P-3 SALEM COVENANT CHURCH,0,0,0,0,0,0,0,0
MN,62,9518,ISD 621-NEW BRIGHTON P-4 CHRIST THE KING LUTHERAN,0,0,0,0,0,0,0,0
MN,62,9519,ISD 621-NEW BRIGHTON P-6 NB COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,62,9520,ISD 621-NEW BRIGHTON P-8 GRACEPOINT CHURCH,0,0,0,0,0,0,0,0
MN,62,9579,ISD 621-ARDEN HILLS P-1 PRESB CHURCH OF THE WAY,0,0,0,0,0,0,0,0
MN,62,9580,ISD 623-ARDEN HILLS P-1 PRESB CHURCH OF THE WAY,0,0,0,0,0,0,0,0
MN,62,9581,ISD 623-ROSEVILLE P-11 GALILEE EVANGENLICAL LUTHER,0,0,0,0,0,0,0,0
MN,62,9581,ISD 621-VADNAIS HEIGHTS P-1 VADNAIS HTS COMMONS,0,0,0,0,0,0,0,0
MN,62,9679,ISD 621-MV-SLP-BLN MOUNDS VIEW COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,62,9680,ISD 621-NEW BRIGHTON P-2 SALEM COVENANT CHURCH,0,0,0,0,0,0,0,0
MN,62,9681,ISD 621-SHOREVIEW P-7 LAKE JOHANNA FIRE DEPT STN,0,0,0,0,0,0,0,0
MN,65,8587,HECTOR CAMPUS,0,0,0,0,0,0,0,0
MN,65,8693,ISD 2159 BUFFALO LAKE SCHOOL,0,0,0,0,0,0,0,0
MN,65,9841,ISD 2534 - BIRD ISLAND MUNICIPAL BUILDING,0,0,0,0,0,0,0,0
MN,65,9842,ISD 2534 - OLIVIA PUBLIC LIBRARY,0,0,0,0,0,0,0,0
MN,66,0060,LONSDALE CITY,0,0,0,0,0,0,0,0
MN,66,9233,ISD 721 WHEATLAND TOWN HALL,0,0,0,0,0,0,0,0
MN,69,0140,DULUTH P-1,0,0,0,0,0,0,0,0
MN,69,0145,DULUTH P-2,0,0,0,0,0,0,0,0
MN,69,0150,DULUTH P-3,0,0,0,0,0,0,0,0
MN,69,0155,DULUTH P-4,0,0,0,0,0,0,0,0
MN,69,0160,DULUTH P-5,0,0,0,0,0,0,0,0
MN,69,0165,DULUTH P-6,0,0,0,0,0,0,0,0
MN,69,0170,DULUTH P-7,0,0,0,0,0,0,0,0
MN,69,0175,DULUTH P-8,0,0,0,0,0,0,0,0
MN,69,0180,DULUTH P-9,0,0,0,0,0,0,0,0
MN,69,0190,DULUTH P-10,0,0,0,0,0,0,0,0
MN,69,0195,DULUTH P-11,0,0,0,0,0,0,0,0
MN,69,0200,DULUTH P-12,0,0,0,0,0,0,0,0
MN,69,0205,DULUTH P-13,0,0,0,0,0,0,0,0
MN,69,0210,DULUTH P-14,0,0,0,0,0,0,0,0
MN,69,0215,DULUTH P-15,0,0,0,0,0,0,0,0
MN,69,0220,DULUTH P-16,0,0,0,0,0,0,0,0
MN,69,0230,DULUTH P-17,0,0,0,0,0,0,0,0
MN,69,0240,DULUTH P-18,0,0,0,0,0,0,0,0
MN,69,0245,DULUTH P-19,0,0,0,0,0,0,0,0
MN,69,0255,DULUTH P-21,0,0,0,0,0,0,0,0
MN,69,0260,DULUTH P-22,0,0,0,0,0,0,0,0
MN,69,0265,DULUTH P-23,0,0,0,0,0,0,0,0
MN,69,0270,DULUTH P-24,0,0,0,0,0,0,0,0
MN,69,0275,DULUTH P-25,0,0,0,0,0,0,0,0
MN,69,0280,DULUTH P-26,0,0,0,0,0,0,0,0
MN,69,0285,DULUTH P-27,0,0,0,0,0,0,0,0
MN,69,0290,DULUTH P-28,0,0,0,0,0,0,0,0
MN,69,0295,DULUTH P-29,0,0,0,0,0,0,0,0
MN,69,0300,DULUTH P-30,0,0,0,0,0,0,0,0
MN,69,0305,DULUTH P-31,0,0,0,0,0,0,0,0
MN,69,0315,DULUTH P-32,0,0,0,0,0,0,0,0
MN,69,0320,DULUTH P-33,0,0,0,0,0,0,0,0
MN,69,0325,DULUTH P-34,0,0,0,0,0,0,0,0
MN,69,0330,DULUTH P-35,0,0,0,0,0,0,0,0
MN,69,1130,AURORA P-1,0,0,0,0,0,0,0,0
MN,69,1135,WHITE TWP. P-2,0,0,0,0,0,0,0,0
MN,69,1136,WHITE TWP. P-3,0,0,0,0,0,0,0,0
MN,69,8899,ISD NO. 707 NETT LAKE,0,0,0,0,0,0,0,0
MN,69,9352,ISD #709 - LAKEWOOD TOWN HALL,0,0,0,0,0,0,0,0
MN,69,9372,ISD #709 - GNESEN COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,69,9373,ISD #709 - NORMANNA TOWN HALL,0,0,0,0,0,0,0,0
MN,69,9374,ISD #709 - NORTH STAR TOWN HALL,0,0,0,0,0,0,0,0
MN,69,9375,ISD #709 - RICE LAKE CITY HALL,0,0,0,0,0,0,0,0
MN,69,9785,ISD 712 - BUHL,0,0,0,0,0,0,0,0
MN,69,9788,ISD 712 - GREAT SCOTT/KINNEY,0,0,0,0,0,0,0,0
MN,69,9789,ISD 712 - MOUNTAIN IRON,0,0,0,0,0,0,0,0
MN,70,9019,ISD 194 P18 CREDIT RIVER AND SPRING LAKE TWP,0,0,0,0,0,0,0,0
MN,70,9020,ISD 194 P20 ELKO NEW MARKET CITY HALL,0,0,0,0,0,0,0,0
MN,70,9207,ISD 721 ELKO NEW MARKET CITY HALL,0,0,0,0,0,0,0,0
MN,70,9208,ISD 721 CENTRAL EDUCATION CAMPUS,0,0,0,0,0,0,0,0
MN,70,9280,"ISD 721 CEDAR LAKE, HELENA",0,0,0,0,0,0,0,0
MN,70,9446,ISD 194 P19 NEW MARKET AREA HALL,0,0,0,0,0,0,0,0
MN,70,9481,ISD 271 - BLOOMINGTON - SAVAGE P-1,0,0,0,0,0,0,0,0
MN,72,9169,ISD 2365 - FAIRFAX COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,72,9774,ISD 2365 - WINTHROP COMMUNITY HALL,0,0,0,0,0,0,0,0
MN,72,9775,ISD 2365 GFW-GIBBON DIST-GIBBON MUNICIPAL BUILDING,0,0,0,0,0,0,0,0
MN,73,8858,ISD 738 - HOLDINGFORD CITY HALL,0,0,0,0,0,0,0,0
MN,73,9293,ISD 740 MELROSE,0,0,0,0,0,0,0,0
MN,73,9294,ISD 740 - MELROSE CITY CENTER,0,0,0,0,0,0,0,0
MN,74,8588,ISD NO. 763 MEDFORD,0,0,0,0,0,0,0,0
MN,75,9252,ISD 2342 KENSINGTON COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,75,9816,ISD 2853 - STEVENS COUNTY - CITY OF APPLETON- CIVI,0,0,0,0,0,0,0,0
MN,76,0005,APPLETON,0,0,0,0,0,0,0,0
MN,76,9488,ISD 775 SUNBURG COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,76,9489,ISD 775 KERKHOVEN CIVIC CENTER,0,0,0,0,0,0,0,0
MN,76,9490,ISD 775 MURDOCK CITY HALL,0,0,0,0,0,0,0,0
MN,76,9817,ISD 2853 - SWIFT COUNTY - CITY OF APPLETON - CIVIC,0,0,0,0,0,0,0,0
MN,76,9818,ISD 2853 - SWIFT COUNTY - CITY OF MILAN - CITY HA,0,0,0,0,0,0,0,0
MN,77,0126,LONG PRAIRIE,0,0,0,0,0,0,0,0
MN,77,0135,LONG PRAIRIE TWP,0,0,0,0,0,0,0,0
MN,77,0150,REYNOLDS TWP,0,0,0,0,0,0,0,0
MN,77,8078,ISD NO. 787 BROWERVILLE,0,0,0,0,0,0,0,0
MN,79,9695,ISD 535 - ORONOCO CITY HALL,0,0,0,0,0,0,0,0
MN,79,9696,ISD 811 ST AGNES CHURCH HALL,0,0,0,0,0,0,0,0
MN,79,9697,ISD 811 GREENFIELD TOWNSHIP HALL,0,0,0,0,0,0,0,0
MN,79,9698,ISD 811 WABASHA CITY HALL,0,0,0,0,0,0,0,0
MN,81,0080,WASECA W-1 P-A,0,0,0,0,0,0,0,0
MN,81,0090,WASECA W-2 P-A,0,0,0,0,0,0,0,0
MN,81,8716,ISD NO. 2835 JANESVILLE-WALDORF-PEMBERTON,0,0,0,0,0,0,0,0
MN,82,0200,MAHTOMEDI P-1,0,0,0,0,0,0,0,0
MN,82,0205,MAHTOMEDI P-2,0,0,0,0,0,0,0,0
MN,82,0285,ST. PAUL PARK P-1,0,0,0,0,0,0,0,0
MN,82,0290,ST. PAUL PARK P-2,0,0,0,0,0,0,0,0
MN,82,0295,ST. PAUL PARK P-3,0,0,0,0,0,0,0,0
MN,82,8136,ISD 2144 - LINDSTROM COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,82,8144,ISD 834 P01 - SHEPHERD OF THE VALLEY LUTHERAN,0,0,0,0,0,0,0,0
MN,82,8145,ISD 834 P08 - LAKELAND CITY HALL,0,0,0,0,0,0,0,0
MN,82,8146,ISD 834 P11 - ST PAUL LUTHERAN CHURCH,0,0,0,0,0,0,0,0
MN,82,8148,ISD 834 P12 - TRINITY LUTHERAN CHURCH,0,0,0,0,0,0,0,0
MN,82,8150,ISD 834 P10 - STILLWATER TOWNSHIP TOWN HALL,0,0,0,0,0,0,0,0
MN,82,8151,ISD 834 P15 - WEST LAKELAND TWP TOWN HALL,0,0,0,0,0,0,0,0
MN,82,8154,ISD 834 P09 - OAK PARK HEIGHTS CITY HALL,0,0,0,0,0,0,0,0
MN,82,8155,ISD 834 P02 - BAYPORT FIRE DEPARTMENT,0,0,0,0,0,0,0,0
MN,82,8156,ISD 834 P03 - BAYTOWN COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,82,8157,ISD 834 P04 - WOODBURY LUTHERAN CHURCH OAK HILL,0,0,0,0,0,0,0,0
MN,82,8158,ISD 834 P05 - MAY TOWNSHIP TOWN HALL,0,0,0,0,0,0,0,0
MN,82,8159,ISD 834 P06 - LAKE ELMO FIRE STATION 1,0,0,0,0,0,0,0,0
MN,82,8187,ISD 833 P10 - WOODBURY BAPTIST CHURCH,0,0,0,0,0,0,0,0
MN,82,8188,ISD 833 P11 - WOODBURY HIGH SCHOOL,0,0,0,0,0,0,0,0
MN,82,8189,ISD 833 P17 - LAKE MIDDLE SCHOOL,0,0,0,0,0,0,0,0
MN,82,8190,ISD 833 P19 - LIBERTY RIDGE ELEMENTARY SCHOOL,0,0,0,0,0,0,0,0
MN,82,8191,ISD 833 P08 - NEWPORT CITY HALL,0,0,0,0,0,0,0,0
MN,82,8999,ISD 834 P14 - OUR SAVIORS LUTHERAN CHURCH,0,0,0,0,0,0,0,0
MN,82,9356,ISD 834 P13 - STILLWATER EVANGELICAL FREE CHURCH,0,0,0,0,0,0,0,0
MN,82,9385,ISD 833 P21 - EAST RIDGE HIGH SCHOOL,0,0,0,0,0,0,0,0
MN,82,9387,ISD 833 P01 - PARK HIGH SCHOOL,0,0,0,0,0,0,0,0
MN,82,9388,ISD 833 P02 - COTTAGE GROVE MIDDLE SCHOOL,0,0,0,0,0,0,0,0
MN,82,9389,ISD 833 P03 - CRESTVIEW ELEMENTARY SCHOOL,0,0,0,0,0,0,0,0
MN,82,9390,ISD 833 P04 - DISTRICT 833 SERVICE CENTER,0,0,0,0,0,0,0,0
MN,82,9391,ISD 833 P05 - COTTAGE GROVE SERVICE CENTER,0,0,0,0,0,0,0,0
MN,82,9392,ISD 833 P06 - NATIONAL GUARD ARMORY,0,0,0,0,0,0,0,0
MN,82,9393,ISD 833 P07 - PINE HILL ELEMENTARY SCHOOL,0,0,0,0,0,0,0,0
MN,82,9394,ISD 833 P12 - WOODBURY LUTHERAN CHURCH,0,0,0,0,0,0,0,0
MN,82,9395,ISD 833 P13 - NEW LIFE CHURCH,0,0,0,0,0,0,0,0
MN,82,9396,ISD 833 P14 - BAILEY ELEMENTARY SCHOOL,0,0,0,0,0,0,0,0
MN,82,9397,ISD 833 P15 - KING OF KINGS LUTHERAN CHURCH,0,0,0,0,0,0,0,0
MN,82,9398,ISD 833 P16 - RED ROCK ELEMENTARY SCHOOL,0,0,0,0,0,0,0,0
MN,82,9399,ISD 833 P18 - VALLEY CROSSING ELEMENTARY SCHOOL,0,0,0,0,0,0,0,0
MN,82,9400,ISD 833 P20 - FIVE OAKS COMMUNITY CHURCH,0,0,0,0,0,0,0,0
MN,82,9495,ISD 834 P17 - BROOKVIEW ELEMENTARY SCHOOL,0,0,0,0,0,0,0,0
MN,82,9605,"ISD 200 CP-5 ST JOHN'S LUTHERAN CHURCH, HASTINGS",0,0,0,0,0,0,0,0
MN,82,9751,ISD 834 P07 - LAKE ELMO CITY HALL,0,0,0,0,0,0,0,0
MN,82,9752,ISD 834 P16 - ST JOHN LUTHERAN CHURCH,0,0,0,0,0,0,0,0
MN,83,8806,PRECINCT ONE,0,0,0,0,0,0,0,0
MN,83,8807,ISD 836 - ODIN PUBLIC SCHOOL,0,0,0,0,0,0,0,0
MN,84,0005,AKRON TWP.,0,0,0,0,0,0,0,0
MN,84,0015,ATHERTON TWP.,0,0,0,0,0,0,0,0
MN,84,0075,DEERHORN TWP.,0,0,0,0,0,0,0,0
MN,84,0100,MANSTON TWP.,0,0,0,0,0,0,0,0
MN,84,0110,MITCHELL TWP.,0,0,0,0,0,0,0,0
MN,84,0125,PRAIRIE VIEW TWP.,0,0,0,0,0,0,0,0
MN,84,0130,ROBERTS TWP.,0,0,0,0,0,0,0,0
MN,84,0135,ROTHSAY CITY,0,0,0,0,0,0,0,0
MN,84,0145,TANBERG TWP.,0,0,0,0,0,0,0,0
MN,84,0150,WOLVERTON CITY,0,0,0,0,0,0,0,0
MN,84,0155,WOLVERTON TWP.,0,0,0,0,0,0,0,0
MN,84,8638,ISD 850 ROTHSAY,0,0,0,0,0,0,0,0
MN,85,8362,ALTURA CITY HALL,0,0,0,0,0,0,0,0
MN,85,8363,LEWISTON CITY HALL,0,0,0,0,0,0,0,0
MN,86,8651,ISD #877 P1  - BUFFALO COVENANT CHURCH - WRIGHT CO,0,0,0,0,0,0,0,0
MN,86,8652,ISD #877 P2 -  MONTROSE COMMUNITY CENTER - WRIGHT,0,0,0,0,0,0,0,0
MN,86,8653,ISD 877 - HANOVER CITY HALL,0,0,0,0,0,0,0,0
MN,86,8753,ISD 2687 HOWARDLAKEWAVERLYWINSTED,0,0,0,0,0,0,0,0
MN,86,9851,ISD #2687 WAVERLY CITY HALL,0,0,0,0,0,0,0,0
